batch_image_index,gt_label,pred_label,score,iou
9,4,4,0.223737580305302,0.6655420735846053
9,1,1,0.221241262216436,0.5146379163308239
9,2,2,0.2145751773976824,0.8236456676159084
9,1,1,0.2054924935745906,0.591666089356364
9,1,1,0.2014659679919723,0.6579077471861768
9,5,4,0.1973623914318852,0.5195244527528164
9,1,1,0.1956825469808367,0.7534063287946161
9,4,4,0.1911085648624548,0.5672282912036012
9,1,1,0.1907296122399008,0.7299266161785125
9,5,4,0.1879911722142166,0.5570627640527063
9,1,1,0.1836481403373003,0.5194510683918938
9,1,1,0.1791071310072008,0.7221235574221349
9,1,1,0.1738959635128114,0.641596485699603
9,1,1,0.1704900565315659,0.5662756232642214
9,1,1,0.1688663298649783,0.714646925453168
9,1,1,0.1624377046856466,0.8316005895235993
9,4,4,0.1620104281320745,0.527165203478933
9,1,1,0.1614618679149499,0.652629819142215
9,1,1,0.1564471452958687,0.5361789081946486
9,1,1,0.1513012397546244,0.5631344311729304
9,4,4,0.1489284012492862,0.8167918853261411
9,1,1,0.1459169941589434,0.5089205148850763
9,1,1,0.144148508359961,0.5978531933402221
9,4,4,0.141629064599103,0.78478073297471
9,1,1,0.1394371128492328,0.710587393730273
9,1,1,0.1285887628927207,0.5040764141562375
9,1,1,0.127436547130738,0.8009551672174227
9,4,4,0.1186041607159679,0.6256029832802859
9,5,4,0.1162098038427619,0.8061282539162249
9,1,1,0.1125925204057596,0.6210468106811247
9,2,2,0.1079733639576755,0.7641155489681171
9,4,4,0.0920496309564751,0.6687342040217531
9,5,4,0.090827034079599,0.5954122155238589
9,1,1,0.0872092919789257,0.805668859724709
9,4,4,0.0800319347378485,0.7463960803810966
9,1,1,0.077590960642428,0.5607432682976222
