method,display_name,image_index,filename,image_path,tp,fp,fn,gt,pred,precision50,recall50,failure_score
ssd300_vgg16,SSD300 VGG16,0,00007_20260212_161655_f00000198_t000006.601s.jpg,.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,12,33,70,82,45,0.26666666666666666,0.14634146341463414,103
ssd300_vgg16,SSD300 VGG16,1,00019_20260212_161655_f00000327_t000010.901s.jpg,.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,15,24,73,88,39,0.38461538461538464,0.17045454545454544,97
ssd300_vgg16,SSD300 VGG16,2,00082_20260212_161655_f00001136_t000037.870s.jpg,.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,8,23,98,106,31,0.25806451612903225,0.07547169811320754,121
ssd300_vgg16,SSD300 VGG16,3,00127_20260212_161655_f00001703_t000056.772s.jpg,.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,19,38,74,93,57,0.3333333333333333,0.20430107526881722,112
ssd300_vgg16,SSD300 VGG16,4,00140_20260212_161655_f00001835_t000061.173s.jpg,.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,9,27,129,138,36,0.25,0.06521739130434782,156
ssd300_vgg16,SSD300 VGG16,5,00223_20260212_161655_f00002878_t000095.943s.jpg,.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,19,23,91,110,42,0.4523809523809524,0.17272727272727273,114
ssd300_vgg16,SSD300 VGG16,6,00227_20260212_161655_f00002930_t000097.676s.jpg,.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,17,30,112,129,47,0.3617021276595745,0.13178294573643412,142
ssd300_vgg16,SSD300 VGG16,7,00246_20260212_161655_f00003255_t000108.511s.jpg,.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,15,15,63,78,30,0.5,0.19230769230769232,78
ssd300_vgg16,SSD300 VGG16,8,00257_20260212_161655_f00003374_t000112.478s.jpg,.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,20,25,97,117,45,0.4444444444444444,0.17094017094017094,122
ssd300_vgg16,SSD300 VGG16,9,00321_20260212_164110_f00000473_t000015.769s.jpg,.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,18,21,83,101,39,0.46153846153846156,0.1782178217821782,104
ssd300_vgg16,SSD300 VGG16,10,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,3,12,52,55,15,0.2,0.05454545454545454,64
ssd300_vgg16,SSD300 VGG16,11,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,7,43,143,150,50,0.14,0.04666666666666667,186
ssd300_vgg16,SSD300 VGG16,12,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,5,25,173,178,30,0.16666666666666666,0.028089887640449437,198
ssd300_vgg16,SSD300 VGG16,13,20260430_105347.jpg,.\data\combined_514\images\20260430_105347.jpg,6,5,45,51,11,0.5454545454545454,0.11764705882352941,50
ssd300_vgg16,SSD300 VGG16,14,20260430_105507.jpg,.\data\combined_514\images\20260430_105507.jpg,16,5,22,38,21,0.7619047619047619,0.42105263157894735,27
ssd300_vgg16,SSD300 VGG16,15,20260430_105529.jpg,.\data\combined_514\images\20260430_105529.jpg,15,10,8,23,25,0.6,0.6521739130434783,18
ssd300_vgg16,SSD300 VGG16,16,20260430_105552.jpg,.\data\combined_514\images\20260430_105552.jpg,19,17,83,102,36,0.5277777777777778,0.18627450980392157,100
ssd300_vgg16,SSD300 VGG16,17,20260430_105607.jpg,.\data\combined_514\images\20260430_105607.jpg,9,4,24,33,13,0.6923076923076923,0.2727272727272727,28
ssd300_vgg16,SSD300 VGG16,18,20260430_105707.jpg,.\data\combined_514\images\20260430_105707.jpg,5,9,28,33,14,0.35714285714285715,0.15151515151515152,37
ssd300_vgg16,SSD300 VGG16,19,20260430_105805.jpg,.\data\combined_514\images\20260430_105805.jpg,12,6,6,18,18,0.6666666666666666,0.6666666666666666,12
ssd300_vgg16,SSD300 VGG16,20,20260430_105937.jpg,.\data\combined_514\images\20260430_105937.jpg,20,5,33,53,25,0.8,0.37735849056603776,38
ssd300_vgg16,SSD300 VGG16,21,20260430_110121.jpg,.\data\combined_514\images\20260430_110121.jpg,10,7,19,29,17,0.5882352941176471,0.3448275862068966,26
ssd300_vgg16,SSD300 VGG16,22,20260430_110309.jpg,.\data\combined_514\images\20260430_110309.jpg,9,2,29,38,11,0.8181818181818182,0.23684210526315788,31
ssd300_vgg16,SSD300 VGG16,23,20260430_110337.jpg,.\data\combined_514\images\20260430_110337.jpg,8,2,14,22,10,0.8,0.36363636363636365,16
ssd300_vgg16,SSD300 VGG16,24,20260430_110428.jpg,.\data\combined_514\images\20260430_110428.jpg,6,2,16,22,8,0.75,0.2727272727272727,18
ssd300_vgg16,SSD300 VGG16,25,20260430_110502.jpg,.\data\combined_514\images\20260430_110502.jpg,9,2,7,16,11,0.8181818181818182,0.5625,9
ssd300_vgg16,SSD300 VGG16,26,20260430_110635.jpg,.\data\combined_514\images\20260430_110635.jpg,14,8,16,30,22,0.6363636363636364,0.4666666666666667,24
ssd300_vgg16,SSD300 VGG16,27,20260430_110647.jpg,.\data\combined_514\images\20260430_110647.jpg,23,8,37,60,31,0.7419354838709677,0.38333333333333336,45
ssd300_vgg16,SSD300 VGG16,28,20260430_110740.jpg,.\data\combined_514\images\20260430_110740.jpg,11,4,19,30,15,0.7333333333333333,0.36666666666666664,23
ssd300_vgg16,SSD300 VGG16,29,20260430_110757.jpg,.\data\combined_514\images\20260430_110757.jpg,10,1,11,21,11,0.9090909090909091,0.47619047619047616,12
ssd300_vgg16,SSD300 VGG16,30,20260430_110820.jpg,.\data\combined_514\images\20260430_110820.jpg,0,3,4,4,3,0.0,0.0,7
ssd300_vgg16,SSD300 VGG16,31,20260430_111052.jpg,.\data\combined_514\images\20260430_111052.jpg,7,3,4,11,10,0.7,0.6363636363636364,7
ssd300_vgg16,SSD300 VGG16,32,20260430_111109.jpg,.\data\combined_514\images\20260430_111109.jpg,22,7,13,35,29,0.7586206896551724,0.6285714285714286,20
ssd300_vgg16,SSD300 VGG16,33,20260430_111122.jpg,.\data\combined_514\images\20260430_111122.jpg,15,12,19,34,27,0.5555555555555556,0.4411764705882353,31
ssd300_vgg16,SSD300 VGG16,34,20260430_111129.jpg,.\data\combined_514\images\20260430_111129.jpg,23,8,33,56,31,0.7419354838709677,0.4107142857142857,41
ssd300_vgg16,SSD300 VGG16,35,20260430_111135.jpg,.\data\combined_514\images\20260430_111135.jpg,4,8,45,49,12,0.3333333333333333,0.08163265306122448,53
ssd300_vgg16,SSD300 VGG16,36,20260430_111203.jpg,.\data\combined_514\images\20260430_111203.jpg,5,4,5,10,9,0.5555555555555556,0.5,9
ssd300_vgg16,SSD300 VGG16,37,20260430_111251.jpg,.\data\combined_514\images\20260430_111251.jpg,8,10,16,24,18,0.4444444444444444,0.3333333333333333,26
ssd300_vgg16,SSD300 VGG16,38,20260430_111306.jpg,.\data\combined_514\images\20260430_111306.jpg,15,6,38,53,21,0.7142857142857143,0.2830188679245283,44
ssd300_vgg16,SSD300 VGG16,39,20260430_111434.jpg,.\data\combined_514\images\20260430_111434.jpg,10,3,48,58,13,0.7692307692307693,0.1724137931034483,51
ssd300_vgg16,SSD300 VGG16,40,20260430_111507.jpg,.\data\combined_514\images\20260430_111507.jpg,18,3,27,45,21,0.8571428571428571,0.4,30
ssd300_vgg16,SSD300 VGG16,41,20260430_111630.jpg,.\data\combined_514\images\20260430_111630.jpg,7,6,53,60,13,0.5384615384615384,0.11666666666666667,59
ssd300_vgg16,SSD300 VGG16,42,20260430_111919.jpg,.\data\combined_514\images\20260430_111919.jpg,2,8,1,3,10,0.2,0.6666666666666666,9
ssd300_vgg16,SSD300 VGG16,43,20260430_111941.jpg,.\data\combined_514\images\20260430_111941.jpg,2,3,3,5,5,0.4,0.4,6
ssd300_vgg16,SSD300 VGG16,44,20260430_111952.jpg,.\data\combined_514\images\20260430_111952.jpg,7,7,19,26,14,0.5,0.2692307692307692,26
ssd300_vgg16,SSD300 VGG16,45,20260430_112049.jpg,.\data\combined_514\images\20260430_112049.jpg,9,8,15,24,17,0.5294117647058824,0.375,23
ssd300_vgg16,SSD300 VGG16,46,20260430_112103.jpg,.\data\combined_514\images\20260430_112103.jpg,11,5,12,23,16,0.6875,0.4782608695652174,17
ssd300_vgg16,SSD300 VGG16,47,20260430_112241.jpg,.\data\combined_514\images\20260430_112241.jpg,3,3,37,40,6,0.5,0.075,40
ssd300_vgg16,SSD300 VGG16,48,20260430_112314.jpg,.\data\combined_514\images\20260430_112314.jpg,10,7,51,61,17,0.5882352941176471,0.16393442622950818,58
ssd300_vgg16,SSD300 VGG16,49,20260430_112502.jpg,.\data\combined_514\images\20260430_112502.jpg,6,2,134,140,8,0.75,0.04285714285714286,136
ssd300_vgg16,SSD300 VGG16,50,20260430_112536.jpg,.\data\combined_514\images\20260430_112536.jpg,7,3,6,13,10,0.7,0.5384615384615384,9
ssd300_vgg16,SSD300 VGG16,51,20260430_113032.jpg,.\data\combined_514\images\20260430_113032.jpg,9,5,9,18,14,0.6428571428571429,0.5,14
ssd300_vgg16,SSD300 VGG16,52,20260430_113107.jpg,.\data\combined_514\images\20260430_113107.jpg,14,10,23,37,24,0.5833333333333334,0.3783783783783784,33
ssd300_vgg16,SSD300 VGG16,53,20260430_113229.jpg,.\data\combined_514\images\20260430_113229.jpg,11,20,43,54,31,0.3548387096774194,0.2037037037037037,63
ssd300_vgg16,SSD300 VGG16,54,20260430_113251.jpg,.\data\combined_514\images\20260430_113251.jpg,4,5,9,13,9,0.4444444444444444,0.3076923076923077,14
ssd300_vgg16,SSD300 VGG16,55,20260430_113345.jpg,.\data\combined_514\images\20260430_113345.jpg,4,1,7,11,5,0.8,0.36363636363636365,8
ssd300_vgg16,SSD300 VGG16,56,20260430_113507.jpg,.\data\combined_514\images\20260430_113507.jpg,2,4,14,16,6,0.3333333333333333,0.125,18
ssd300_vgg16,SSD300 VGG16,57,20260430_113627.jpg,.\data\combined_514\images\20260430_113627.jpg,16,4,29,45,20,0.8,0.35555555555555557,33
ssd300_vgg16,SSD300 VGG16,58,20260430_113730.jpg,.\data\combined_514\images\20260430_113730.jpg,14,8,39,53,22,0.6363636363636364,0.2641509433962264,47
ssd300_vgg16,SSD300 VGG16,59,20260430_113818.jpg,.\data\combined_514\images\20260430_113818.jpg,8,4,25,33,12,0.6666666666666666,0.24242424242424243,29
ssd300_vgg16,SSD300 VGG16,60,20260430_113824.jpg,.\data\combined_514\images\20260430_113824.jpg,8,4,32,40,12,0.6666666666666666,0.2,36
ssd300_vgg16,SSD300 VGG16,61,20260430_113919.jpg,.\data\combined_514\images\20260430_113919.jpg,14,13,78,92,27,0.5185185185185185,0.15217391304347827,91
ssd300_vgg16,SSD300 VGG16,62,20260430_114008.jpg,.\data\combined_514\images\20260430_114008.jpg,14,4,21,35,18,0.7777777777777778,0.4,25
ssd300_vgg16,SSD300 VGG16,63,20260430_114051.jpg,.\data\combined_514\images\20260430_114051.jpg,8,5,18,26,13,0.6153846153846154,0.3076923076923077,23
ssd300_vgg16,SSD300 VGG16,64,20260430_114124.jpg,.\data\combined_514\images\20260430_114124.jpg,33,10,47,80,43,0.7674418604651163,0.4125,57
ssd300_vgg16,SSD300 VGG16,65,20260430_114129.jpg,.\data\combined_514\images\20260430_114129.jpg,12,6,9,21,18,0.6666666666666666,0.5714285714285714,15
ssd300_vgg16,SSD300 VGG16,66,20260430_114341.jpg,.\data\combined_514\images\20260430_114341.jpg,11,10,23,34,21,0.5238095238095238,0.3235294117647059,33
ssd300_vgg16,SSD300 VGG16,67,20260430_114516.jpg,.\data\combined_514\images\20260430_114516.jpg,11,4,18,29,15,0.7333333333333333,0.3793103448275862,22
ssd300_vgg16,SSD300 VGG16,68,20260430_114527.jpg,.\data\combined_514\images\20260430_114527.jpg,10,0,13,23,10,1.0,0.43478260869565216,13
ssd300_vgg16,SSD300 VGG16,69,20260430_114546.jpg,.\data\combined_514\images\20260430_114546.jpg,6,0,119,125,6,1.0,0.048,119
ssd300_vgg16,SSD300 VGG16,70,20260430_114601.jpg,.\data\combined_514\images\20260430_114601.jpg,9,5,32,41,14,0.6428571428571429,0.21951219512195122,37
ssd300_vgg16,SSD300 VGG16,71,20260430_114650.jpg,.\data\combined_514\images\20260430_114650.jpg,7,5,12,19,12,0.5833333333333334,0.3684210526315789,17
ssd300_vgg16,SSD300 VGG16,72,20260430_115015.jpg,.\data\combined_514\images\20260430_115015.jpg,5,4,7,12,9,0.5555555555555556,0.4166666666666667,11
ssd300_vgg16,SSD300 VGG16,73,20260430_115039.jpg,.\data\combined_514\images\20260430_115039.jpg,2,2,0,2,4,0.5,1.0,2
ssd300_vgg16,SSD300 VGG16,74,20260430_115223.jpg,.\data\combined_514\images\20260430_115223.jpg,13,2,12,25,15,0.8666666666666667,0.52,14
ssd300_vgg16,SSD300 VGG16,75,20260430_115310.jpg,.\data\combined_514\images\20260430_115310.jpg,9,4,19,28,13,0.6923076923076923,0.32142857142857145,23
ssd300_vgg16,SSD300 VGG16,76,20260430_115351.jpg,.\data\combined_514\images\20260430_115351.jpg,12,8,6,18,20,0.6,0.6666666666666666,14
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,0,00007_20260212_161655_f00000198_t000006.601s.jpg,.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,0,76,82,82,76,0.0,0.0,158
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,1,00019_20260212_161655_f00000327_t000010.901s.jpg,.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,0,91,88,88,91,0.0,0.0,179
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,2,00082_20260212_161655_f00001136_t000037.870s.jpg,.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,1,108,105,106,109,0.009174311926605505,0.009433962264150943,213
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,3,00127_20260212_161655_f00001703_t000056.772s.jpg,.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,0,90,93,93,90,0.0,0.0,183
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,4,00140_20260212_161655_f00001835_t000061.173s.jpg,.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,0,66,138,138,66,0.0,0.0,204
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,5,00223_20260212_161655_f00002878_t000095.943s.jpg,.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,2,91,108,110,93,0.021505376344086023,0.01818181818181818,199
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,6,00227_20260212_161655_f00002930_t000097.676s.jpg,.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,2,70,127,129,72,0.027777777777777776,0.015503875968992248,197
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,7,00246_20260212_161655_f00003255_t000108.511s.jpg,.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,1,87,77,78,88,0.011363636363636364,0.01282051282051282,164
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,8,00257_20260212_161655_f00003374_t000112.478s.jpg,.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,1,88,116,117,89,0.011235955056179775,0.008547008547008548,204
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,9,00321_20260212_164110_f00000473_t000015.769s.jpg,.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,3,66,98,101,69,0.043478260869565216,0.0297029702970297,164
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,10,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,0,25,55,55,25,0.0,0.0,80
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,11,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,0,109,150,150,109,0.0,0.0,259
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,12,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,0,179,178,178,179,0.0,0.0,357
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,13,20260430_105347.jpg,.\data\combined_514\images\20260430_105347.jpg,1,27,50,51,28,0.03571428571428571,0.0196078431372549,77
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,14,20260430_105507.jpg,.\data\combined_514\images\20260430_105507.jpg,2,17,36,38,19,0.10526315789473684,0.05263157894736842,53
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,15,20260430_105529.jpg,.\data\combined_514\images\20260430_105529.jpg,4,19,19,23,23,0.17391304347826086,0.17391304347826086,38
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,16,20260430_105552.jpg,.\data\combined_514\images\20260430_105552.jpg,3,36,99,102,39,0.07692307692307693,0.029411764705882353,135
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,17,20260430_105607.jpg,.\data\combined_514\images\20260430_105607.jpg,2,12,31,33,14,0.14285714285714285,0.06060606060606061,43
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,18,20260430_105707.jpg,.\data\combined_514\images\20260430_105707.jpg,2,14,31,33,16,0.125,0.06060606060606061,45
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,19,20260430_105805.jpg,.\data\combined_514\images\20260430_105805.jpg,4,14,14,18,18,0.2222222222222222,0.2222222222222222,28
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,20,20260430_105937.jpg,.\data\combined_514\images\20260430_105937.jpg,5,19,48,53,24,0.20833333333333334,0.09433962264150944,67
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,21,20260430_110121.jpg,.\data\combined_514\images\20260430_110121.jpg,0,13,29,29,13,0.0,0.0,42
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,22,20260430_110309.jpg,.\data\combined_514\images\20260430_110309.jpg,4,14,34,38,18,0.2222222222222222,0.10526315789473684,48
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,23,20260430_110337.jpg,.\data\combined_514\images\20260430_110337.jpg,2,6,20,22,8,0.25,0.09090909090909091,26
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,24,20260430_110428.jpg,.\data\combined_514\images\20260430_110428.jpg,1,12,21,22,13,0.07692307692307693,0.045454545454545456,33
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,25,20260430_110502.jpg,.\data\combined_514\images\20260430_110502.jpg,4,11,12,16,15,0.26666666666666666,0.25,23
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,26,20260430_110635.jpg,.\data\combined_514\images\20260430_110635.jpg,6,23,24,30,29,0.20689655172413793,0.2,47
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,27,20260430_110647.jpg,.\data\combined_514\images\20260430_110647.jpg,4,33,56,60,37,0.10810810810810811,0.06666666666666667,89
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,28,20260430_110740.jpg,.\data\combined_514\images\20260430_110740.jpg,1,21,29,30,22,0.045454545454545456,0.03333333333333333,50
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,29,20260430_110757.jpg,.\data\combined_514\images\20260430_110757.jpg,2,6,19,21,8,0.25,0.09523809523809523,25
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,30,20260430_110820.jpg,.\data\combined_514\images\20260430_110820.jpg,1,8,3,4,9,0.1111111111111111,0.25,11
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,31,20260430_111052.jpg,.\data\combined_514\images\20260430_111052.jpg,1,9,10,11,10,0.1,0.09090909090909091,19
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,32,20260430_111109.jpg,.\data\combined_514\images\20260430_111109.jpg,4,20,31,35,24,0.16666666666666666,0.11428571428571428,51
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,33,20260430_111122.jpg,.\data\combined_514\images\20260430_111122.jpg,2,19,32,34,21,0.09523809523809523,0.058823529411764705,51
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,34,20260430_111129.jpg,.\data\combined_514\images\20260430_111129.jpg,4,23,52,56,27,0.14814814814814814,0.07142857142857142,75
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,35,20260430_111135.jpg,.\data\combined_514\images\20260430_111135.jpg,0,5,49,49,5,0.0,0.0,54
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,36,20260430_111203.jpg,.\data\combined_514\images\20260430_111203.jpg,0,12,10,10,12,0.0,0.0,22
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,37,20260430_111251.jpg,.\data\combined_514\images\20260430_111251.jpg,0,18,24,24,18,0.0,0.0,42
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,38,20260430_111306.jpg,.\data\combined_514\images\20260430_111306.jpg,4,26,49,53,30,0.13333333333333333,0.07547169811320754,75
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,39,20260430_111434.jpg,.\data\combined_514\images\20260430_111434.jpg,2,24,56,58,26,0.07692307692307693,0.034482758620689655,80
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,40,20260430_111507.jpg,.\data\combined_514\images\20260430_111507.jpg,5,6,40,45,11,0.45454545454545453,0.1111111111111111,46
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,41,20260430_111630.jpg,.\data\combined_514\images\20260430_111630.jpg,1,24,59,60,25,0.04,0.016666666666666666,83
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,42,20260430_111919.jpg,.\data\combined_514\images\20260430_111919.jpg,0,6,3,3,6,0.0,0.0,9
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,43,20260430_111941.jpg,.\data\combined_514\images\20260430_111941.jpg,1,9,4,5,10,0.1,0.2,13
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,44,20260430_111952.jpg,.\data\combined_514\images\20260430_111952.jpg,0,13,26,26,13,0.0,0.0,39
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,45,20260430_112049.jpg,.\data\combined_514\images\20260430_112049.jpg,4,15,20,24,19,0.21052631578947367,0.16666666666666666,35
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,46,20260430_112103.jpg,.\data\combined_514\images\20260430_112103.jpg,2,11,21,23,13,0.15384615384615385,0.08695652173913043,32
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,47,20260430_112241.jpg,.\data\combined_514\images\20260430_112241.jpg,0,20,40,40,20,0.0,0.0,60
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,48,20260430_112314.jpg,.\data\combined_514\images\20260430_112314.jpg,2,8,59,61,10,0.2,0.03278688524590164,67
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,49,20260430_112502.jpg,.\data\combined_514\images\20260430_112502.jpg,2,39,138,140,41,0.04878048780487805,0.014285714285714285,177
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,50,20260430_112536.jpg,.\data\combined_514\images\20260430_112536.jpg,2,7,11,13,9,0.2222222222222222,0.15384615384615385,18
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,51,20260430_113032.jpg,.\data\combined_514\images\20260430_113032.jpg,1,17,17,18,18,0.05555555555555555,0.05555555555555555,34
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,52,20260430_113107.jpg,.\data\combined_514\images\20260430_113107.jpg,6,14,31,37,20,0.3,0.16216216216216217,45
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,53,20260430_113229.jpg,.\data\combined_514\images\20260430_113229.jpg,1,30,53,54,31,0.03225806451612903,0.018518518518518517,83
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,54,20260430_113251.jpg,.\data\combined_514\images\20260430_113251.jpg,0,11,13,13,11,0.0,0.0,24
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,55,20260430_113345.jpg,.\data\combined_514\images\20260430_113345.jpg,1,14,10,11,15,0.06666666666666667,0.09090909090909091,24
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,56,20260430_113507.jpg,.\data\combined_514\images\20260430_113507.jpg,1,8,15,16,9,0.1111111111111111,0.0625,23
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,57,20260430_113627.jpg,.\data\combined_514\images\20260430_113627.jpg,4,14,41,45,18,0.2222222222222222,0.08888888888888889,55
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,58,20260430_113730.jpg,.\data\combined_514\images\20260430_113730.jpg,1,14,52,53,15,0.06666666666666667,0.018867924528301886,66
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,59,20260430_113818.jpg,.\data\combined_514\images\20260430_113818.jpg,2,8,31,33,10,0.2,0.06060606060606061,39
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,60,20260430_113824.jpg,.\data\combined_514\images\20260430_113824.jpg,2,12,38,40,14,0.14285714285714285,0.05,50
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,61,20260430_113919.jpg,.\data\combined_514\images\20260430_113919.jpg,2,29,90,92,31,0.06451612903225806,0.021739130434782608,119
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,62,20260430_114008.jpg,.\data\combined_514\images\20260430_114008.jpg,2,22,33,35,24,0.08333333333333333,0.05714285714285714,55
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,63,20260430_114051.jpg,.\data\combined_514\images\20260430_114051.jpg,1,5,25,26,6,0.16666666666666666,0.038461538461538464,30
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,64,20260430_114124.jpg,.\data\combined_514\images\20260430_114124.jpg,9,35,71,80,44,0.20454545454545456,0.1125,106
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,65,20260430_114129.jpg,.\data\combined_514\images\20260430_114129.jpg,1,18,20,21,19,0.05263157894736842,0.047619047619047616,38
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,66,20260430_114341.jpg,.\data\combined_514\images\20260430_114341.jpg,2,23,32,34,25,0.08,0.058823529411764705,55
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,67,20260430_114516.jpg,.\data\combined_514\images\20260430_114516.jpg,5,18,24,29,23,0.21739130434782608,0.1724137931034483,42
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,68,20260430_114527.jpg,.\data\combined_514\images\20260430_114527.jpg,1,5,22,23,6,0.16666666666666666,0.043478260869565216,27
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,69,20260430_114546.jpg,.\data\combined_514\images\20260430_114546.jpg,0,10,125,125,10,0.0,0.0,135
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,70,20260430_114601.jpg,.\data\combined_514\images\20260430_114601.jpg,1,8,40,41,9,0.1111111111111111,0.024390243902439025,48
ssdlite320_mobilenet_v3_large,SSDLite MobileNetV3,71,20260430_114650.jpg,.\data\combined_514\images\20260430_114650.jpg,0,22,19,19,22,0.0,0.0,41
