method,display_name,image_index,filename,image_path,tp,fp,fn,gt,pred,precision50,recall50,failure_score
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),44,20260430_111952.jpg,.\data\combined_514\images\20260430_111952.jpg,4,15,22,26,19,0.21052631578947367,0.15384615384615385,37
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),45,20260430_112049.jpg,.\data\combined_514\images\20260430_112049.jpg,9,22,15,24,31,0.2903225806451613,0.375,37
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),46,20260430_112103.jpg,.\data\combined_514\images\20260430_112103.jpg,8,11,15,23,19,0.42105263157894735,0.34782608695652173,26
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),47,20260430_112241.jpg,.\data\combined_514\images\20260430_112241.jpg,8,9,32,40,17,0.47058823529411764,0.2,41
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),48,20260430_112314.jpg,.\data\combined_514\images\20260430_112314.jpg,13,27,48,61,40,0.325,0.21311475409836064,75
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),49,20260430_112502.jpg,.\data\combined_514\images\20260430_112502.jpg,5,22,135,140,27,0.18518518518518517,0.03571428571428571,157
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),50,20260430_112536.jpg,.\data\combined_514\images\20260430_112536.jpg,4,7,9,13,11,0.36363636363636365,0.3076923076923077,16
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),51,20260430_113032.jpg,.\data\combined_514\images\20260430_113032.jpg,6,17,12,18,23,0.2608695652173913,0.3333333333333333,29
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),52,20260430_113107.jpg,.\data\combined_514\images\20260430_113107.jpg,11,22,26,37,33,0.3333333333333333,0.2972972972972973,48
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),53,20260430_113229.jpg,.\data\combined_514\images\20260430_113229.jpg,8,36,46,54,44,0.18181818181818182,0.14814814814814814,82
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),54,20260430_113251.jpg,.\data\combined_514\images\20260430_113251.jpg,1,15,12,13,16,0.0625,0.07692307692307693,27
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),55,20260430_113345.jpg,.\data\combined_514\images\20260430_113345.jpg,4,9,7,11,13,0.3076923076923077,0.36363636363636365,16
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),56,20260430_113507.jpg,.\data\combined_514\images\20260430_113507.jpg,3,11,13,16,14,0.21428571428571427,0.1875,24
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),57,20260430_113627.jpg,.\data\combined_514\images\20260430_113627.jpg,12,9,33,45,21,0.5714285714285714,0.26666666666666666,42
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),58,20260430_113730.jpg,.\data\combined_514\images\20260430_113730.jpg,3,11,50,53,14,0.21428571428571427,0.05660377358490566,61
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),59,20260430_113818.jpg,.\data\combined_514\images\20260430_113818.jpg,7,14,26,33,21,0.3333333333333333,0.21212121212121213,40
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),60,20260430_113824.jpg,.\data\combined_514\images\20260430_113824.jpg,12,15,28,40,27,0.4444444444444444,0.3,43
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),61,20260430_113919.jpg,.\data\combined_514\images\20260430_113919.jpg,6,19,86,92,25,0.24,0.06521739130434782,105
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),62,20260430_114008.jpg,.\data\combined_514\images\20260430_114008.jpg,11,22,24,35,33,0.3333333333333333,0.3142857142857143,46
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),63,20260430_114051.jpg,.\data\combined_514\images\20260430_114051.jpg,6,14,20,26,20,0.3,0.23076923076923078,34
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),64,20260430_114124.jpg,.\data\combined_514\images\20260430_114124.jpg,21,26,59,80,47,0.44680851063829785,0.2625,85
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),65,20260430_114129.jpg,.\data\combined_514\images\20260430_114129.jpg,7,16,14,21,23,0.30434782608695654,0.3333333333333333,30
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),66,20260430_114341.jpg,.\data\combined_514\images\20260430_114341.jpg,7,13,27,34,20,0.35,0.20588235294117646,40
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),67,20260430_114516.jpg,.\data\combined_514\images\20260430_114516.jpg,6,10,23,29,16,0.375,0.20689655172413793,33
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),68,20260430_114527.jpg,.\data\combined_514\images\20260430_114527.jpg,3,7,20,23,10,0.3,0.13043478260869565,27
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),69,20260430_114546.jpg,.\data\combined_514\images\20260430_114546.jpg,4,22,121,125,26,0.15384615384615385,0.032,143
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),70,20260430_114601.jpg,.\data\combined_514\images\20260430_114601.jpg,9,8,32,41,17,0.5294117647058824,0.21951219512195122,40
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),71,20260430_114650.jpg,.\data\combined_514\images\20260430_114650.jpg,4,16,15,19,20,0.2,0.21052631578947367,31
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),72,20260430_115015.jpg,.\data\combined_514\images\20260430_115015.jpg,4,9,8,12,13,0.3076923076923077,0.3333333333333333,17
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),73,20260430_115039.jpg,.\data\combined_514\images\20260430_115039.jpg,2,6,0,2,8,0.25,1.0,6
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),74,20260430_115223.jpg,.\data\combined_514\images\20260430_115223.jpg,10,13,15,25,23,0.43478260869565216,0.4,28
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),75,20260430_115310.jpg,.\data\combined_514\images\20260430_115310.jpg,4,12,24,28,16,0.25,0.14285714285714285,36
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),76,20260430_115351.jpg,.\data\combined_514\images\20260430_115351.jpg,14,13,4,18,27,0.5185185185185185,0.7777777777777778,17
berrymtl_centerdet,BerryMTL-CenterDet (ours),0,00007_20260212_161655_f00000198_t000006.601s.jpg,.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,32,267,50,82,299,0.10702341137123746,0.3902439024390244,317
berrymtl_centerdet,BerryMTL-CenterDet (ours),1,00019_20260212_161655_f00000327_t000010.901s.jpg,.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,34,266,54,88,300,0.11333333333333333,0.38636363636363635,320
berrymtl_centerdet,BerryMTL-CenterDet (ours),2,00082_20260212_161655_f00001136_t000037.870s.jpg,.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,31,269,75,106,300,0.10333333333333333,0.29245283018867924,344
berrymtl_centerdet,BerryMTL-CenterDet (ours),3,00127_20260212_161655_f00001703_t000056.772s.jpg,.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,38,261,55,93,299,0.12709030100334448,0.40860215053763443,316
berrymtl_centerdet,BerryMTL-CenterDet (ours),4,00140_20260212_161655_f00001835_t000061.173s.jpg,.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,39,261,99,138,300,0.13,0.2826086956521739,360
berrymtl_centerdet,BerryMTL-CenterDet (ours),5,00223_20260212_161655_f00002878_t000095.943s.jpg,.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,37,261,73,110,298,0.12416107382550336,0.33636363636363636,334
berrymtl_centerdet,BerryMTL-CenterDet (ours),6,00227_20260212_161655_f00002930_t000097.676s.jpg,.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,44,255,85,129,299,0.14715719063545152,0.34108527131782945,340
berrymtl_centerdet,BerryMTL-CenterDet (ours),7,00246_20260212_161655_f00003255_t000108.511s.jpg,.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,30,270,48,78,300,0.1,0.38461538461538464,318
berrymtl_centerdet,BerryMTL-CenterDet (ours),8,00257_20260212_161655_f00003374_t000112.478s.jpg,.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,36,264,81,117,300,0.12,0.3076923076923077,345
berrymtl_centerdet,BerryMTL-CenterDet (ours),9,00321_20260212_164110_f00000473_t000015.769s.jpg,.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,47,251,54,101,298,0.15771812080536912,0.46534653465346537,305
berrymtl_centerdet,BerryMTL-CenterDet (ours),10,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,18,281,37,55,299,0.06020066889632107,0.32727272727272727,318
berrymtl_centerdet,BerryMTL-CenterDet (ours),11,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,26,274,124,150,300,0.08666666666666667,0.17333333333333334,398
berrymtl_centerdet,BerryMTL-CenterDet (ours),12,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,21,279,157,178,300,0.07,0.11797752808988764,436
berrymtl_centerdet,BerryMTL-CenterDet (ours),13,20260430_105347.jpg,.\data\combined_514\images\20260430_105347.jpg,22,278,29,51,300,0.07333333333333333,0.43137254901960786,307
berrymtl_centerdet,BerryMTL-CenterDet (ours),14,20260430_105507.jpg,.\data\combined_514\images\20260430_105507.jpg,27,270,11,38,297,0.09090909090909091,0.7105263157894737,281
berrymtl_centerdet,BerryMTL-CenterDet (ours),15,20260430_105529.jpg,.\data\combined_514\images\20260430_105529.jpg,11,287,12,23,298,0.03691275167785235,0.4782608695652174,299
berrymtl_centerdet,BerryMTL-CenterDet (ours),16,20260430_105552.jpg,.\data\combined_514\images\20260430_105552.jpg,35,265,67,102,300,0.11666666666666667,0.3431372549019608,332
berrymtl_centerdet,BerryMTL-CenterDet (ours),17,20260430_105607.jpg,.\data\combined_514\images\20260430_105607.jpg,17,282,16,33,299,0.056856187290969896,0.5151515151515151,298
berrymtl_centerdet,BerryMTL-CenterDet (ours),18,20260430_105707.jpg,.\data\combined_514\images\20260430_105707.jpg,12,288,21,33,300,0.04,0.36363636363636365,309
berrymtl_centerdet,BerryMTL-CenterDet (ours),19,20260430_105805.jpg,.\data\combined_514\images\20260430_105805.jpg,10,287,8,18,297,0.03367003367003367,0.5555555555555556,295
berrymtl_centerdet,BerryMTL-CenterDet (ours),20,20260430_105937.jpg,.\data\combined_514\images\20260430_105937.jpg,41,258,12,53,299,0.13712374581939799,0.7735849056603774,270
berrymtl_centerdet,BerryMTL-CenterDet (ours),21,20260430_110121.jpg,.\data\combined_514\images\20260430_110121.jpg,21,279,8,29,300,0.07,0.7241379310344828,287
berrymtl_centerdet,BerryMTL-CenterDet (ours),22,20260430_110309.jpg,.\data\combined_514\images\20260430_110309.jpg,24,275,14,38,299,0.0802675585284281,0.631578947368421,289
berrymtl_centerdet,BerryMTL-CenterDet (ours),23,20260430_110337.jpg,.\data\combined_514\images\20260430_110337.jpg,10,290,12,22,300,0.03333333333333333,0.45454545454545453,302
berrymtl_centerdet,BerryMTL-CenterDet (ours),24,20260430_110428.jpg,.\data\combined_514\images\20260430_110428.jpg,13,286,9,22,299,0.043478260869565216,0.5909090909090909,295
berrymtl_centerdet,BerryMTL-CenterDet (ours),25,20260430_110502.jpg,.\data\combined_514\images\20260430_110502.jpg,11,286,5,16,297,0.037037037037037035,0.6875,291
berrymtl_centerdet,BerryMTL-CenterDet (ours),26,20260430_110635.jpg,.\data\combined_514\images\20260430_110635.jpg,7,292,23,30,299,0.023411371237458192,0.23333333333333334,315
berrymtl_centerdet,BerryMTL-CenterDet (ours),27,20260430_110647.jpg,.\data\combined_514\images\20260430_110647.jpg,42,258,18,60,300,0.14,0.7,276
berrymtl_centerdet,BerryMTL-CenterDet (ours),28,20260430_110740.jpg,.\data\combined_514\images\20260430_110740.jpg,19,281,11,30,300,0.06333333333333334,0.6333333333333333,292
berrymtl_centerdet,BerryMTL-CenterDet (ours),29,20260430_110757.jpg,.\data\combined_514\images\20260430_110757.jpg,12,286,9,21,298,0.040268456375838924,0.5714285714285714,295
berrymtl_centerdet,BerryMTL-CenterDet (ours),30,20260430_110820.jpg,.\data\combined_514\images\20260430_110820.jpg,0,295,4,4,295,0.0,0.0,299
berrymtl_centerdet,BerryMTL-CenterDet (ours),31,20260430_111052.jpg,.\data\combined_514\images\20260430_111052.jpg,8,292,3,11,300,0.02666666666666667,0.7272727272727273,295
berrymtl_centerdet,BerryMTL-CenterDet (ours),32,20260430_111109.jpg,.\data\combined_514\images\20260430_111109.jpg,27,272,8,35,299,0.0903010033444816,0.7714285714285715,280
berrymtl_centerdet,BerryMTL-CenterDet (ours),33,20260430_111122.jpg,.\data\combined_514\images\20260430_111122.jpg,24,274,10,34,298,0.08053691275167785,0.7058823529411765,284
berrymtl_centerdet,BerryMTL-CenterDet (ours),34,20260430_111129.jpg,.\data\combined_514\images\20260430_111129.jpg,29,270,27,56,299,0.09698996655518395,0.5178571428571429,297
berrymtl_centerdet,BerryMTL-CenterDet (ours),35,20260430_111135.jpg,.\data\combined_514\images\20260430_111135.jpg,25,274,24,49,299,0.08361204013377926,0.5102040816326531,298
berrymtl_centerdet,BerryMTL-CenterDet (ours),36,20260430_111203.jpg,.\data\combined_514\images\20260430_111203.jpg,8,289,2,10,297,0.026936026936026935,0.8,291
berrymtl_centerdet,BerryMTL-CenterDet (ours),37,20260430_111251.jpg,.\data\combined_514\images\20260430_111251.jpg,13,285,11,24,298,0.0436241610738255,0.5416666666666666,296
berrymtl_centerdet,BerryMTL-CenterDet (ours),38,20260430_111306.jpg,.\data\combined_514\images\20260430_111306.jpg,35,264,18,53,299,0.11705685618729098,0.660377358490566,282
berrymtl_centerdet,BerryMTL-CenterDet (ours),39,20260430_111434.jpg,.\data\combined_514\images\20260430_111434.jpg,31,269,27,58,300,0.10333333333333333,0.5344827586206896,296
berrymtl_centerdet,BerryMTL-CenterDet (ours),40,20260430_111507.jpg,.\data\combined_514\images\20260430_111507.jpg,39,261,6,45,300,0.13,0.8666666666666667,267
berrymtl_centerdet,BerryMTL-CenterDet (ours),41,20260430_111630.jpg,.\data\combined_514\images\20260430_111630.jpg,20,280,40,60,300,0.06666666666666667,0.3333333333333333,320
berrymtl_centerdet,BerryMTL-CenterDet (ours),42,20260430_111919.jpg,.\data\combined_514\images\20260430_111919.jpg,0,296,3,3,296,0.0,0.0,299
berrymtl_centerdet,BerryMTL-CenterDet (ours),43,20260430_111941.jpg,.\data\combined_514\images\20260430_111941.jpg,3,296,2,5,299,0.010033444816053512,0.6,298
berrymtl_centerdet,BerryMTL-CenterDet (ours),44,20260430_111952.jpg,.\data\combined_514\images\20260430_111952.jpg,8,291,18,26,299,0.026755852842809364,0.3076923076923077,309
berrymtl_centerdet,BerryMTL-CenterDet (ours),45,20260430_112049.jpg,.\data\combined_514\images\20260430_112049.jpg,18,281,6,24,299,0.06020066889632107,0.75,287
berrymtl_centerdet,BerryMTL-CenterDet (ours),46,20260430_112103.jpg,.\data\combined_514\images\20260430_112103.jpg,12,287,11,23,299,0.04013377926421405,0.5217391304347826,298
berrymtl_centerdet,BerryMTL-CenterDet (ours),47,20260430_112241.jpg,.\data\combined_514\images\20260430_112241.jpg,17,283,23,40,300,0.056666666666666664,0.425,306
berrymtl_centerdet,BerryMTL-CenterDet (ours),48,20260430_112314.jpg,.\data\combined_514\images\20260430_112314.jpg,32,267,29,61,299,0.10702341137123746,0.5245901639344263,296
berrymtl_centerdet,BerryMTL-CenterDet (ours),49,20260430_112502.jpg,.\data\combined_514\images\20260430_112502.jpg,26,274,114,140,300,0.08666666666666667,0.18571428571428572,388
berrymtl_centerdet,BerryMTL-CenterDet (ours),50,20260430_112536.jpg,.\data\combined_514\images\20260430_112536.jpg,7,293,6,13,300,0.023333333333333334,0.5384615384615384,299
berrymtl_centerdet,BerryMTL-CenterDet (ours),51,20260430_113032.jpg,.\data\combined_514\images\20260430_113032.jpg,13,287,5,18,300,0.043333333333333335,0.7222222222222222,292
berrymtl_centerdet,BerryMTL-CenterDet (ours),52,20260430_113107.jpg,.\data\combined_514\images\20260430_113107.jpg,22,278,15,37,300,0.07333333333333333,0.5945945945945946,293
berrymtl_centerdet,BerryMTL-CenterDet (ours),53,20260430_113229.jpg,.\data\combined_514\images\20260430_113229.jpg,21,278,33,54,299,0.07023411371237458,0.3888888888888889,311
berrymtl_centerdet,BerryMTL-CenterDet (ours),54,20260430_113251.jpg,.\data\combined_514\images\20260430_113251.jpg,5,295,8,13,300,0.016666666666666666,0.38461538461538464,303
berrymtl_centerdet,BerryMTL-CenterDet (ours),55,20260430_113345.jpg,.\data\combined_514\images\20260430_113345.jpg,8,292,3,11,300,0.02666666666666667,0.7272727272727273,295
berrymtl_centerdet,BerryMTL-CenterDet (ours),56,20260430_113507.jpg,.\data\combined_514\images\20260430_113507.jpg,10,289,6,16,299,0.033444816053511704,0.625,295
berrymtl_centerdet,BerryMTL-CenterDet (ours),57,20260430_113627.jpg,.\data\combined_514\images\20260430_113627.jpg,25,275,20,45,300,0.08333333333333333,0.5555555555555556,295
berrymtl_centerdet,BerryMTL-CenterDet (ours),58,20260430_113730.jpg,.\data\combined_514\images\20260430_113730.jpg,31,267,22,53,298,0.1040268456375839,0.5849056603773585,289
berrymtl_centerdet,BerryMTL-CenterDet (ours),59,20260430_113818.jpg,.\data\combined_514\images\20260430_113818.jpg,17,282,16,33,299,0.056856187290969896,0.5151515151515151,298
berrymtl_centerdet,BerryMTL-CenterDet (ours),60,20260430_113824.jpg,.\data\combined_514\images\20260430_113824.jpg,16,284,24,40,300,0.05333333333333334,0.4,308
berrymtl_centerdet,BerryMTL-CenterDet (ours),61,20260430_113919.jpg,.\data\combined_514\images\20260430_113919.jpg,40,260,52,92,300,0.13333333333333333,0.43478260869565216,312
berrymtl_centerdet,BerryMTL-CenterDet (ours),62,20260430_114008.jpg,.\data\combined_514\images\20260430_114008.jpg,22,278,13,35,300,0.07333333333333333,0.6285714285714286,291
berrymtl_centerdet,BerryMTL-CenterDet (ours),63,20260430_114051.jpg,.\data\combined_514\images\20260430_114051.jpg,20,280,6,26,300,0.06666666666666667,0.7692307692307693,286
berrymtl_centerdet,BerryMTL-CenterDet (ours),64,20260430_114124.jpg,.\data\combined_514\images\20260430_114124.jpg,57,242,23,80,299,0.19063545150501673,0.7125,265
berrymtl_centerdet,BerryMTL-CenterDet (ours),65,20260430_114129.jpg,.\data\combined_514\images\20260430_114129.jpg,11,289,10,21,300,0.03666666666666667,0.5238095238095238,299
berrymtl_centerdet,BerryMTL-CenterDet (ours),66,20260430_114341.jpg,.\data\combined_514\images\20260430_114341.jpg,25,273,9,34,298,0.08389261744966443,0.7352941176470589,282
berrymtl_centerdet,BerryMTL-CenterDet (ours),67,20260430_114516.jpg,.\data\combined_514\images\20260430_114516.jpg,18,279,11,29,297,0.06060606060606061,0.6206896551724138,290
berrymtl_centerdet,BerryMTL-CenterDet (ours),68,20260430_114527.jpg,.\data\combined_514\images\20260430_114527.jpg,10,288,13,23,298,0.03355704697986577,0.43478260869565216,301
berrymtl_centerdet,BerryMTL-CenterDet (ours),69,20260430_114546.jpg,.\data\combined_514\images\20260430_114546.jpg,5,294,120,125,299,0.016722408026755852,0.04,414
berrymtl_centerdet,BerryMTL-CenterDet (ours),70,20260430_114601.jpg,.\data\combined_514\images\20260430_114601.jpg,16,283,25,41,299,0.05351170568561873,0.3902439024390244,308
berrymtl_centerdet,BerryMTL-CenterDet (ours),71,20260430_114650.jpg,.\data\combined_514\images\20260430_114650.jpg,13,287,6,19,300,0.043333333333333335,0.6842105263157895,293
berrymtl_centerdet,BerryMTL-CenterDet (ours),72,20260430_115015.jpg,.\data\combined_514\images\20260430_115015.jpg,5,294,7,12,299,0.016722408026755852,0.4166666666666667,301
berrymtl_centerdet,BerryMTL-CenterDet (ours),73,20260430_115039.jpg,.\data\combined_514\images\20260430_115039.jpg,2,298,0,2,300,0.006666666666666667,1.0,298
berrymtl_centerdet,BerryMTL-CenterDet (ours),74,20260430_115223.jpg,.\data\combined_514\images\20260430_115223.jpg,18,281,7,25,299,0.06020066889632107,0.72,288
berrymtl_centerdet,BerryMTL-CenterDet (ours),75,20260430_115310.jpg,.\data\combined_514\images\20260430_115310.jpg,15,283,13,28,298,0.050335570469798654,0.5357142857142857,296
berrymtl_centerdet,BerryMTL-CenterDet (ours),76,20260430_115351.jpg,.\data\combined_514\images\20260430_115351.jpg,15,282,3,18,297,0.050505050505050504,0.8333333333333334,285
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),0,00007_20260212_161655_f00000198_t000006.601s.jpg,.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,25,233,57,82,258,0.09689922480620156,0.3048780487804878,290
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),1,00019_20260212_161655_f00000327_t000010.901s.jpg,.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,35,224,53,88,259,0.13513513513513514,0.3977272727272727,277
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),2,00082_20260212_161655_f00001136_t000037.870s.jpg,.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,36,223,70,106,259,0.138996138996139,0.33962264150943394,293
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),3,00127_20260212_161655_f00001703_t000056.772s.jpg,.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,40,220,53,93,260,0.15384615384615385,0.43010752688172044,273
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),4,00140_20260212_161655_f00001835_t000061.173s.jpg,.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,40,220,98,138,260,0.15384615384615385,0.2898550724637681,318
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),5,00223_20260212_161655_f00002878_t000095.943s.jpg,.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,48,211,62,110,259,0.18532818532818532,0.43636363636363634,273
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),6,00227_20260212_161655_f00002930_t000097.676s.jpg,.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,43,216,86,129,259,0.16602316602316602,0.3333333333333333,302
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),7,00246_20260212_161655_f00003255_t000108.511s.jpg,.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,27,233,51,78,260,0.10384615384615385,0.34615384615384615,284
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),8,00257_20260212_161655_f00003374_t000112.478s.jpg,.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,33,225,84,117,258,0.12790697674418605,0.28205128205128205,309
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),9,00321_20260212_164110_f00000473_t000015.769s.jpg,.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,51,209,50,101,260,0.19615384615384615,0.504950495049505,259
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),10,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,18,242,37,55,260,0.06923076923076923,0.32727272727272727,279
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),11,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,31,229,119,150,260,0.11923076923076924,0.20666666666666667,348
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),12,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,26,232,152,178,258,0.10077519379844961,0.14606741573033707,384
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),13,20260430_105347.jpg,.\data\combined_514\images\20260430_105347.jpg,18,242,33,51,260,0.06923076923076923,0.35294117647058826,275
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),14,20260430_105507.jpg,.\data\combined_514\images\20260430_105507.jpg,27,233,11,38,260,0.10384615384615385,0.7105263157894737,244
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),15,20260430_105529.jpg,.\data\combined_514\images\20260430_105529.jpg,16,244,7,23,260,0.06153846153846154,0.6956521739130435,251
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),16,20260430_105552.jpg,.\data\combined_514\images\20260430_105552.jpg,46,214,56,102,260,0.17692307692307693,0.45098039215686275,270
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),17,20260430_105607.jpg,.\data\combined_514\images\20260430_105607.jpg,19,241,14,33,260,0.07307692307692308,0.5757575757575758,255
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),18,20260430_105707.jpg,.\data\combined_514\images\20260430_105707.jpg,19,239,14,33,258,0.07364341085271318,0.5757575757575758,253
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),19,20260430_105805.jpg,.\data\combined_514\images\20260430_105805.jpg,13,246,5,18,259,0.05019305019305019,0.7222222222222222,251
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),20,20260430_105937.jpg,.\data\combined_514\images\20260430_105937.jpg,42,216,11,53,258,0.16279069767441862,0.7924528301886793,227
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),21,20260430_110121.jpg,.\data\combined_514\images\20260430_110121.jpg,20,240,9,29,260,0.07692307692307693,0.6896551724137931,249
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),22,20260430_110309.jpg,.\data\combined_514\images\20260430_110309.jpg,27,232,11,38,259,0.10424710424710425,0.7105263157894737,243
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),23,20260430_110337.jpg,.\data\combined_514\images\20260430_110337.jpg,11,248,11,22,259,0.04247104247104247,0.5,259
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),24,20260430_110428.jpg,.\data\combined_514\images\20260430_110428.jpg,13,245,9,22,258,0.050387596899224806,0.5909090909090909,254
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),25,20260430_110502.jpg,.\data\combined_514\images\20260430_110502.jpg,9,251,7,16,260,0.03461538461538462,0.5625,258
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),26,20260430_110635.jpg,.\data\combined_514\images\20260430_110635.jpg,14,244,16,30,258,0.05426356589147287,0.4666666666666667,260
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),27,20260430_110647.jpg,.\data\combined_514\images\20260430_110647.jpg,41,218,19,60,259,0.1583011583011583,0.6833333333333333,237
